Region,Crops Impacted
West Mamprusi,120.02
Savelugu Nanton,96.76
Saboba,87.05
Kumbumgu,74.04
Karaga,58.27
Mamprugu Moagduri,51.14
Chereponi,49.15
Tolon,35.17
Bawku West,16.5
North Gonja,15.67
Binduri,13.13
East Gonja,12.57
Yendi Municipal,8.36
Talensi,8.12
Mamprusi East,4.85
Zabzugu,4.71
Garu Tempane,4.51
Nanumba North,4.46
Gonja Central,3.98
Bunkpurugu Yonyo,3.66
Tatale,3.53
Kasena Nankana East,3.24
Kasena Nankana East,3.24
Kasena Nankana East,3.24
Mion,2.95
Mion,2.95
Builsa South,2.28
Nanumba South,2.03
West Gonja,1.07
Gushiegu,0.83
Bawku Municipal,0.81
Tamale North Sub Metro,0.79
Nkwanta North,0.72
Pru,0.38
Pusiga,0.19
Wa West,0.18
Nabdam,0.17
Kwahu Afram Plains South,0.14
Wa East,0.12
Wa Municipal,0.09
Ada East,0.09
Kpandai,0.08
Kasena Nankana West,0.08
Kasena Nankana West,0.08
Tain,0.07
Sissala East,0.05
Builsa North,0.05
Asante Akim North,0.03
Jaman North,0.03
North Tongu,0.02
Lawra,0.02
Sissala  West,0.02
Sawla / Tuna / Kalba,0.02
Bole,0.02
Biakoye,0.01
Nadowli / Kaleo,0.01
Nandom,0.01
Lower Manya,0.01
Kwahu Afram Plains North,0.01
Banda,0.01
Sefwi Bibiani / Anhwiaso Bekwai,0
Sefwi-Wiawso,0
Juabeso,0
Bia East,0
Suaman,0
Bia West,0
Bodi,0
Aowin,0
Sefwi Akontombra,0
Tarkwa Nsuaem,0
Nzema East,0
Wassa Amenfi Central,0
Ahanta West,0
Wassa Amenfi East,0
Wassa East,0
Sekondi Takoradi,0
Jomoro,0
Shama,0
Wassa Amenfi West,0
Ellembelle,0
Prestea / Huni Valley,0
Mpohor,0
Sene West,0
Kintampo South,0
Techiman Municipal,0
Sene East,0
Nkoranza South,0
Nkoranza North,0
Atebubu Amantin,0
Techiman North,0
Kintampo North,0
Ho Municipal,0
Ho West,0
Ho Municipal,0
Agotime Ziope,0
Ho Municipal,0
South Tongu,0
Central Tongu,0
Ho West,0
Kpando Municipal,0
Afadzato South,0
Akatsi North,0
Ketu South,0
Ketu North,0
Hohoe Municipal,0
Keta Municipal,0
North Dayi,0
South Dayi,0
Akatsi South,0
Adaklu,0
Asunafo North,0
Asunafo South,0
Asutifi South,0
Asutifi North,0
Tano South,0
Tano North,0
Kadjebi,0
Nkwanta South,0
Jasikan,0
Kadjebi,0
Krachi Nchumuru,0
Krachi West,0
Krachi East,0
Jirapa,0
Lambussie Karni,0
Daffiama Bussie,0
Denkyembour,0
Kwaebibirem,0
Yilo Krobo,0
Akwapem North,0
Upper West Akim,0
Birim Municipal,0
Ayensuano,0
East Akim,0
Birim South,0
West Akim,0
Atiwa,0
Kwahu South,0
Asuogyaman,0
Kwahu South,0
Fanteakwa,0
Nsawam Adoagyiri,0
Upper Manya,0
Suhum Municipal,0
Akyem Mansa,0
Akwapem South,0
Kwahu East,0
Kwahu South,0
New Juaben Municipal,0
Birim North,0
Kwahu West,0
Sagnerigu,0
Asokore Mampong Municipal,0
Kwabre,0
Bosome Freho,0
Asante Akim South,0
Sekyere South,0
Sekyere Kumawu,0
Mampong Municipal,0
Bosome Freho,0
Asante Akim Central Municipal,0
Sekyere East,0
Offinso North,0
Ejisu Juaben,0
Adansi North,0
Amansie Central,0
Obuasi Municipal,0
Sekyere Central,0
Sekyere Afram Plains North,0
Amansie West,0
Ahafo Ano North,0
Kma,0
Bosomtwe / Atwima / Kwanwoma,0
Atwima Kwanwoma,0
Offinso Municipal,0
Ahafo Ano South,0
Ejura Sekye Dumase,0
Adansi South,0
Atwima Mponua,0
Atwima Nwabiagya,0
Bekwai Municipal,0
Afigya Kwabre,0
Bongo,0
Bolgatanga Municipal,0
Ledzokuku / Krowor,0
Adenta,0
Kpone Katamanso,0
Tema Metropolis,0
La Nkwantanang Madina,0
Shai Osu Doku,0
Ada West,0
Accra Metropolis,0
Ga Central Municipal,0
Ga South,0
Ningo Prampram,0
Ga West,0
Ashaiman,0
Ga East,0
La Dade Kotopon,0
Assin South,0
Ajumako / Enyan / Esiam,0
Twifo Ati-Morkwa,0
Abura / Asebu / Kwamankese,0
Agona West,0
Awutu Senya West,0
Komenda Edna Eguafo / Abirem,0
Cape Coast Metro,0
Gomoa West,0
Mfantsiman,0
Effutu,0
Ekumfi,0
Gomoa East,0
Asikuma / Odoben / Brakwa,0
Twifo Lower Denkyira,0
Upper Denkyira East,0
Awutu Senya West,0
Assin North,0
Agona East,0
Upper Denkyira West,0
Awutu Senya East Municipal,0
Sunyani West,0
Dormaa Municipal,0
Dormaa West,0
Jaman South,0
Berekum,0
Dormaa East,0
Wenchi,0
Sunyani Municipal,0
