Region,Crops Impacted
Savelugu Nanton,4.19
Karaga,2.02
West Mamprusi,1.78
East Gonja,0.83
Kumbumgu,0.81
South Tongu,0.8
Saboba,0.58
Mamprugu Moagduri,0.42
Chereponi,0.38
Pru,0.34
Ada West,0.32
Ada East,0.29
Builsa South,0.25
Nanumba North,0.24
Shai Osu Doku,0.24
Bunkpurugu Yonyo,0.17
North Tongu,0.11
Akatsi South,0.1
Sissala East,0.1
Fanteakwa,0.1
Garu Tempane,0.1
Sene East,0.08
Birim North,0.08
Kpandai,0.08
Amansie West,0.08
Central Tongu,0.07
Krachi East,0.07
Mamprusi East,0.06
Nanumba South,0.06
Wassa Amenfi East,0.05
Nkwanta North,0.05
Wa East,0.05
Mion,0.05
Gushiegu,0.05
Tamale North Sub Metro,0.05
Mion,0.05
Yendi Municipal,0.05
Nkwanta South,0.04
Krachi Nchumuru,0.04
Krachi West,0.04
Lower Manya,0.04
Atiwa,0.04
Binduri,0.04
Ningo Prampram,0.04
Wassa Amenfi Central,0.03
Prestea / Huni Valley,0.03
Ketu South,0.03
Ketu North,0.03
Keta Municipal,0.03
Gonja Central,0.03
Kwahu Afram Plains North,0.03
Zabzugu,0.03
Kasena Nankana East,0.03
Kasena Nankana East,0.03
Pusiga,0.03
Bolgatanga Municipal,0.03
Bawku Municipal,0.03
Kasena Nankana East,0.03
Ga South,0.03
Ga West,0.03
Sene West,0.02
Adaklu,0.02
Birim Municipal,0.02
Nsawam Adoagyiri,0.02
Upper Manya,0.02
Bawku West,0.02
Talensi,0.02
Effutu,0.02
Gomoa East,0.02
Wassa East,0.01
Kintampo North,0.01
Ho Municipal,0.01
Ho Municipal,0.01
Ho Municipal,0.01
Akatsi North,0.01
North Dayi,0.01
North Gonja,0.01
Denkyembour,0.01
Kwahu Afram Plains South,0.01
Birim South,0.01
West Akim,0.01
Asuogyaman,0.01
Tolon,0.01
Sagnerigu,0.01
Tatale,0.01
Asante Akim North,0.01
Asante Akim Central Municipal,0.01
Ejisu Juaben,0.01
Amansie Central,0.01
Adansi South,0.01
Atwima Mponua,0.01
Bekwai Municipal,0.01
Nabdam,0.01
Kpone Katamanso,0.01
Mfantsiman,0.01
Upper Denkyira West,0.01
Sefwi Bibiani / Anhwiaso Bekwai,0
Sefwi-Wiawso,0
Juabeso,0
Bia East,0
Suaman,0
Bia West,0
Bodi,0
Aowin,0
Sefwi Akontombra,0
Tarkwa Nsuaem,0
Nzema East,0
Ahanta West,0
Sekondi Takoradi,0
Jomoro,0
Shama,0
Wassa Amenfi West,0
Ellembelle,0
Mpohor,0
Kintampo South,0
Techiman Municipal,0
Nkoranza South,0
Nkoranza North,0
Atebubu Amantin,0
Techiman North,0
Ho West,0
Agotime Ziope,0
Ho West,0
Kpando Municipal,0
Afadzato South,0
Hohoe Municipal,0
South Dayi,0
Asunafo North,0
Asunafo South,0
Asutifi South,0
Asutifi North,0
Tano South,0
Tano North,0
Kadjebi,0
Jasikan,0
Kadjebi,0
Biakoye,0
Nadowli / Kaleo,0
Lawra,0
Jirapa,0
Nandom,0
Sissala  West,0
Lambussie Karni,0
Wa West,0
Daffiama Bussie,0
Wa Municipal,0
Sawla / Tuna / Kalba,0
Bole,0
West Gonja,0
Kwaebibirem,0
Yilo Krobo,0
Akwapem North,0
Upper West Akim,0
Ayensuano,0
East Akim,0
Kwahu South,0
Kwahu South,0
Suhum Municipal,0
Akyem Mansa,0
Akwapem South,0
Kwahu East,0
Kwahu South,0
New Juaben Municipal,0
Kwahu West,0
Asokore Mampong Municipal,0
Kwabre,0
Bosome Freho,0
Asante Akim South,0
Sekyere South,0
Sekyere Kumawu,0
Mampong Municipal,0
Bosome Freho,0
Sekyere East,0
Offinso North,0
Adansi North,0
Obuasi Municipal,0
Sekyere Central,0
Sekyere Afram Plains North,0
Ahafo Ano North,0
Kma,0
Bosomtwe / Atwima / Kwanwoma,0
Atwima Kwanwoma,0
Offinso Municipal,0
Ahafo Ano South,0
Ejura Sekye Dumase,0
Atwima Nwabiagya,0
Afigya Kwabre,0
Kasena Nankana West,0
Kasena Nankana West,0
Bongo,0
Builsa North,0
Ledzokuku / Krowor,0
Adenta,0
Tema Metropolis,0
La Nkwantanang Madina,0
Accra Metropolis,0
Ga Central Municipal,0
Ashaiman,0
Ga East,0
La Dade Kotopon,0
Assin South,0
Ajumako / Enyan / Esiam,0
Twifo Ati-Morkwa,0
Abura / Asebu / Kwamankese,0
Agona West,0
Awutu Senya West,0
Komenda Edna Eguafo / Abirem,0
Cape Coast Metro,0
Gomoa West,0
Ekumfi,0
Asikuma / Odoben / Brakwa,0
Twifo Lower Denkyira,0
Upper Denkyira East,0
Awutu Senya West,0
Assin North,0
Agona East,0
Awutu Senya East Municipal,0
Banda,0
Sunyani West,0
Dormaa Municipal,0
Dormaa West,0
Jaman South,0
Jaman North,0
Berekum,0
Dormaa East,0
Wenchi,0
Sunyani Municipal,0
Tain,0
