Region,Crops Impacted
Kumbumgu,1.15
Tolon,0.58
Wa East,0.37
South Tongu,0.35
West Mamprusi,0.35
Ada West,0.34
Nandom,0.32
Jirapa,0.28
Shai Osu Doku,0.28
Nanumba North,0.23
Ada East,0.21
Nanumba South,0.2
Yendi Municipal,0.2
Lambussie Karni,0.18
Afadzato South,0.16
Sene West,0.15
Sene East,0.15
North Tongu,0.15
Savelugu Nanton,0.14
Nkwanta South,0.13
Krachi East,0.13
Kwahu Afram Plains South,0.13
North Gonja,0.12
Sissala East,0.11
Nkwanta North,0.1
Builsa South,0.1
Bawku Municipal,0.1
Builsa North,0.1
Pru,0.09
Sissala  West,0.09
Mion,0.09
Saboba,0.09
Mion,0.09
Krachi Nchumuru,0.08
East Gonja,0.08
Central Tongu,0.07
Kwahu Afram Plains North,0.07
Sekyere Central,0.07
Binduri,0.07
Bawku West,0.07
Garu Tempane,0.07
Talensi,0.07
Atebubu Amantin,0.06
Kpando Municipal,0.06
Kpandai,0.06
Nabdam,0.06
Mamprugu Moagduri,0.05
Mamprusi East,0.05
Tatale,0.05
Pusiga,0.05
Ahanta West,0.04
Wassa East,0.04
Hohoe Municipal,0.04
Lawra,0.04
Gonja Central,0.04
Zabzugu,0.04
Kasena Nankana East,0.04
Kasena Nankana East,0.04
Kasena Nankana East,0.04
Ga South,0.04
Ningo Prampram,0.04
Kintampo North,0.03
Ketu South,0.03
Akatsi South,0.03
Krachi West,0.03
Asuogyaman,0.03
Kasena Nankana West,0.03
Kasena Nankana West,0.03
Jomoro,0.02
Ho Municipal,0.02
Ho Municipal,0.02
Ho Municipal,0.02
Akatsi North,0.02
Ketu North,0.02
North Dayi,0.02
Wa Municipal,0.02
Bunkpurugu Yonyo,0.02
Kwahu South,0.02
Kwahu South,0.02
Upper Manya,0.02
Kwahu South,0.02
Tamale North Sub Metro,0.02
Kpone Katamanso,0.02
Mfantsiman,0.02
Banda,0.02
Suaman,0.01
Bodi,0.01
Kintampo South,0.01
Keta Municipal,0.01
Adaklu,0.01
Wa West,0.01
Bole,0.01
West Gonja,0.01
Yilo Krobo,0.01
Lower Manya,0.01
Fanteakwa,0.01
Akwapem South,0.01
Kwahu East,0.01
Asante Akim North,0.01
Mampong Municipal,0.01
Sekyere Afram Plains North,0.01
Ejura Sekye Dumase,0.01
Bongo,0.01
Bolgatanga Municipal,0.01
Ekumfi,0.01
Agona East,0.01
Awutu Senya East Municipal,0.01
Tain,0.01
Sefwi-Wiawso,0
Juabeso,0
Bia East,0
Bia West,0
Aowin,0
Sefwi Akontombra,0
Tarkwa Nsuaem,0
Nzema East,0
Wassa Amenfi Central,0
Wassa Amenfi East,0
Sekondi Takoradi,0
Shama,0
Wassa Amenfi West,0
Ellembelle,0
Prestea / Huni Valley,0
Mpohor,0
Techiman Municipal,0
Nkoranza South,0
Nkoranza North,0
Techiman North,0
Ho West,0
Agotime Ziope,0
Ho West,0
South Dayi,0
Asunafo North,0
Asunafo South,0
Asutifi South,0
Asutifi North,0
Tano South,0
Tano North,0
Kadjebi,0
Jasikan,0
Kadjebi,0
Biakoye,0
Daffiama Bussie,0
Chereponi,0
Denkyembour,0
Kwaebibirem,0
Akwapem North,0
Upper West Akim,0
Birim Municipal,0
Ayensuano,0
East Akim,0
Birim South,0
West Akim,0
Atiwa,0
Nsawam Adoagyiri,0
Suhum Municipal,0
Akyem Mansa,0
New Juaben Municipal,0
Birim North,0
Kwahu West,0
Sagnerigu,0
Gushiegu,0
Karaga,0
Asokore Mampong Municipal,0
Kwabre,0
Bosome Freho,0
Asante Akim South,0
Bosome Freho,0
Asante Akim Central Municipal,0
Sekyere East,0
Offinso North,0
Ejisu Juaben,0
Adansi North,0
Amansie Central,0
Amansie West,0
Ahafo Ano North,0
Kma,0
Atwima Kwanwoma,0
Offinso Municipal,0
Ahafo Ano South,0
Adansi South,0
Atwima Mponua,0
Atwima Nwabiagya,0
Bekwai Municipal,0
Afigya Kwabre,0
Ledzokuku / Krowor,0
Adenta,0
Tema Metropolis,0
La Nkwantanang Madina,0
Accra Metropolis,0
Ga Central Municipal,0
Ga West,0
Ashaiman,0
Ga East,0
La Dade Kotopon,0
Assin South,0
Twifo Ati-Morkwa,0
Abura / Asebu / Kwamankese,0
Agona West,0
Komenda Edna Eguafo / Abirem,0
Cape Coast Metro,0
Gomoa West,0
Effutu,0
Gomoa East,0
Asikuma / Odoben / Brakwa,0
Twifo Lower Denkyira,0
Upper Denkyira East,0
Assin North,0
Upper Denkyira West,0
Sunyani West,0
Dormaa Municipal,0
Dormaa West,0
Jaman South,0
Jaman North,0
Berekum,0
Dormaa East,0
Wenchi,0
Sunyani Municipal,0
