Region,Flooded Area Impacted
Kumbumgu,174.46
West Mamprusi,172.46
Gonja Central,157.2
Savelugu Nanton,138.28
East Gonja,114.41
Saboba,107.11
North Gonja,90.82
Tolon,74.15
Sene East,70.73
Karaga,68.06
Mamprugu Moagduri,65.02
Kwahu Afram Plains South,62.82
Pru,61.13
Kwahu Afram Plains North,59.57
Krachi East,57.9
Chereponi,54.37
Kpandai,40.88
West Gonja,31.56
Krachi West,31.19
Krachi Nchumuru,30.9
Nanumba North,28.13
Sene West,25.4
Nkwanta North,24.07
Nanumba South,17.72
Asante Akim North,16.61
Yendi Municipal,12.44
Talensi,10.78
Zabzugu,10.5
Kintampo North,10.39
Kasena Nankana East,9.21
Kasena Nankana East,9.21
Kasena Nankana East,9.21
Biakoye,8.39
Nkwanta South,8.14
Fanteakwa,7.57
Upper Manya,6.96
Mion,6.79
Mion,6.79
Tatale,6.59
Kwahu South,6.35
Kwahu South,6.35
Kwahu South,6.35
Nandom,3.56
Kpando Municipal,3.12
Bunkpurugu Yonyo,3.01
North Dayi,3
Wa East,2.71
Ketu South,2.43
Mamprusi East,2.38
Bawku West,2.33
Kasena Nankana West,2.2
Kasena Nankana West,2.2
Bole,1.99
South Dayi,1.89
Lawra,1.87
Amansie West,1.83
Wa West,1.76
Garu Tempane,1.64
Afadzato South,1.49
Komenda Edna Eguafo / Abirem,1.47
Ga South,1.42
Binduri,1.38
Asuogyaman,1.27
Gushiegu,1.11
Kwahu East,1.01
Nadowli / Kaleo,1
Bawku Municipal,0.96
Prestea / Huni Valley,0.86
Aowin,0.82
Keta Municipal,0.81
Sekyere Central,0.78
Bongo,0.72
Twifo Ati-Morkwa,0.68
Jirapa,0.67
Builsa South,0.67
Ekumfi,0.63
Shama,0.61
Lower Manya,0.6
Assin North,0.57
Wassa Amenfi East,0.54
Tamale North Sub Metro,0.54
Pusiga,0.53
Wassa East,0.52
Amansie Central,0.5
Wassa Amenfi Central,0.49
Asutifi North,0.42
Nzema East,0.41
Builsa North,0.41
Jomoro,0.39
Sawla / Tuna / Kalba,0.37
Wassa Amenfi West,0.36
Bolgatanga Municipal,0.35
Sekyere Afram Plains North,0.32
Ahanta West,0.29
Sissala  West,0.29
Mfantsiman,0.27
Atwima Mponua,0.21
Effutu,0.2
Sissala East,0.19
Yilo Krobo,0.19
Mampong Municipal,0.19
Cape Coast Metro,0.18
Obuasi Municipal,0.15
Gomoa West,0.15
Upper Denkyira West,0.13
Lambussie Karni,0.12
Ejura Sekye Dumase,0.12
Banda,0.12
Sefwi Bibiani / Anhwiaso Bekwai,0.11
Daffiama Bussie,0.09
Adansi South,0.08
Atwima Nwabiagya,0.08
Atebubu Amantin,0.06
Sekyere East,0.06
Sefwi-Wiawso,0.05
Suaman,0.05
Wa Municipal,0.05
Ahafo Ano South,0.05
Tarkwa Nsuaem,0.04
Mpohor,0.04
Kwahu West,0.04
Afigya Kwabre,0.04
Awutu Senya West,0.04
Gomoa East,0.04
Awutu Senya West,0.04
Kintampo South,0.03
Ketu North,0.03
East Akim,0.03
Assin South,0.03
Dormaa Municipal,0.03
Atiwa,0.02
Ejisu Juaben,0.02
Bia East,0.01
Sefwi Akontombra,0.01
Ellembelle,0.01
Asutifi South,0.01
Kwaebibirem,0.01
Ayensuano,0.01
Sagnerigu,0.01
Sekyere South,0.01
Sekyere Kumawu,0.01
Bosomtwe / Atwima / Kwanwoma,0.01
Nabdam,0.01
Ledzokuku / Krowor,0.01
Ada East,0.01
Abura / Asebu / Kwamankese,0.01
Tain,0.01
Juabeso,0
Bia West,0
Bodi,0
Sekondi Takoradi,0
Techiman Municipal,0
Nkoranza South,0
Nkoranza North,0
Techiman North,0
Ho Municipal,0
Ho West,0
Ho Municipal,0
Agotime Ziope,0
Ho Municipal,0
South Tongu,0
Central Tongu,0
Ho West,0
Akatsi North,0
Hohoe Municipal,0
North Tongu,0
Akatsi South,0
Adaklu,0
Asunafo North,0
Asunafo South,0
Tano South,0
Tano North,0
Kadjebi,0
Jasikan,0
Kadjebi,0
Denkyembour,0
Akwapem North,0
Upper West Akim,0
Birim Municipal,0
Birim South,0
West Akim,0
Nsawam Adoagyiri,0
Suhum Municipal,0
Akyem Mansa,0
Akwapem South,0
New Juaben Municipal,0
Birim North,0
Asokore Mampong Municipal,0
Kwabre,0
Bosome Freho,0
Asante Akim South,0
Bosome Freho,0
Asante Akim Central Municipal,0
Offinso North,0
Adansi North,0
Ahafo Ano North,0
Kma,0
Atwima Kwanwoma,0
Offinso Municipal,0
Bekwai Municipal,0
Adenta,0
Kpone Katamanso,0
Tema Metropolis,0
La Nkwantanang Madina,0
Shai Osu Doku,0
Ada West,0
Accra Metropolis,0
Ga Central Municipal,0
Ningo Prampram,0
Ga West,0
Ashaiman,0
Ga East,0
La Dade Kotopon,0
Ajumako / Enyan / Esiam,0
Agona West,0
Asikuma / Odoben / Brakwa,0
Twifo Lower Denkyira,0
Upper Denkyira East,0
Agona East,0
Awutu Senya East Municipal,0
Sunyani West,0
Dormaa West,0
Jaman South,0
Jaman North,0
Berekum,0
Dormaa East,0
Wenchi,0
Sunyani Municipal,0
