Region,Flooded Area Impacted
West Mamprusi,23.2
Karaga,23.1
Bawku West,22.34
Binduri,21.21
Talensi,11.91
Saboba,11.17
Garu Tempane,10.45
Chereponi,6.52
Bunkpurugu Yonyo,5.47
Krachi East,5.19
Mamprugu Moagduri,4.77
Savelugu Nanton,4.11
Kasena Nankana East,4.11
Kasena Nankana East,4.11
Kasena Nankana East,4.11
Kwahu Afram Plains South,2.98
Mamprusi East,2.15
East Gonja,1.39
Prestea / Huni Valley,1.32
Akatsi South,1.31
Bawku Municipal,1.22
Gonja Central,1.08
Kumbumgu,0.94
Sene East,0.9
Kwahu Afram Plains North,0.85
Biakoye,0.8
Bole,0.77
Pru,0.66
Jomoro,0.57
Nzema East,0.55
Kwahu East,0.54
Tolon,0.53
Aowin,0.48
North Gonja,0.45
Fanteakwa,0.42
Sissala East,0.41
Kintampo South,0.39
Sekyere Central,0.38
Upper Manya,0.37
Kwahu South,0.35
Kwahu South,0.35
Kwahu South,0.35
West Gonja,0.34
Wassa Amenfi West,0.32
Builsa South,0.32
Asante Akim North,0.31
Tamale North Sub Metro,0.25
Krachi West,0.24
Gushiegu,0.23
Nanumba North,0.22
Banda,0.22
Akatsi North,0.16
Amansie West,0.15
Central Tongu,0.13
Sissala  West,0.13
Lower Manya,0.13
East Akim,0.12
Mion,0.12
Mion,0.12
South Tongu,0.11
Ho West,0.1
Ho West,0.1
Kpando Municipal,0.1
Nkoranza South,0.09
Kintampo North,0.09
North Tongu,0.09
Atwima Nwabiagya,0.09
Tarkwa Nsuaem,0.08
Wassa Amenfi Central,0.08
Atebubu Amantin,0.08
Lambussie Karni,0.08
Kpandai,0.08
Ada East,0.08
Wa East,0.07
Mampong Municipal,0.07
Bolgatanga Municipal,0.07
Shai Osu Doku,0.07
Wenchi,0.07
Ketu South,0.06
Atwima Mponua,0.06
Asuogyaman,0.05
Offinso North,0.05
Sekyere Afram Plains North,0.05
Sene West,0.04
Afadzato South,0.04
North Dayi,0.04
Krachi Nchumuru,0.04
Pusiga,0.04
Sefwi Bibiani / Anhwiaso Bekwai,0.03
Wassa Amenfi East,0.03
Nandom,0.03
Amansie Central,0.03
Ejura Sekye Dumase,0.03
Builsa North,0.03
Komenda Edna Eguafo / Abirem,0.03
Nkoranza North,0.02
South Dayi,0.02
Nkwanta North,0.02
Sawla / Tuna / Kalba,0.02
Obuasi Municipal,0.02
Kasena Nankana West,0.02
Kasena Nankana West,0.02
Bia East,0.01
Sefwi Akontombra,0.01
Ellembelle,0.01
Ho Municipal,0.01
Ho Municipal,0.01
Agotime Ziope,0.01
Ho Municipal,0.01
Keta Municipal,0.01
Adaklu,0.01
Asunafo North,0.01
Asunafo South,0.01
Lawra,0.01
Nanumba South,0.01
Kpone Katamanso,0.01
Ada West,0.01
Ga West,0.01
Sunyani West,0.01
Sefwi-Wiawso,0
Juabeso,0
Suaman,0
Bia West,0
Bodi,0
Ahanta West,0
Wassa East,0
Sekondi Takoradi,0
Shama,0
Mpohor,0
Techiman Municipal,0
Techiman North,0
Ketu North,0
Hohoe Municipal,0
Asutifi South,0
Asutifi North,0
Tano South,0
Tano North,0
Kadjebi,0
Nkwanta South,0
Jasikan,0
Kadjebi,0
Nadowli / Kaleo,0
Jirapa,0
Wa West,0
Daffiama Bussie,0
Wa Municipal,0
Denkyembour,0
Kwaebibirem,0
Yilo Krobo,0
Akwapem North,0
Upper West Akim,0
Birim Municipal,0
Ayensuano,0
Birim South,0
West Akim,0
Atiwa,0
Nsawam Adoagyiri,0
Suhum Municipal,0
Akyem Mansa,0
Akwapem South,0
New Juaben Municipal,0
Birim North,0
Kwahu West,0
Sagnerigu,0
Tatale,0
Zabzugu,0
Yendi Municipal,0
Asokore Mampong Municipal,0
Kwabre,0
Bosome Freho,0
Asante Akim South,0
Sekyere South,0
Sekyere Kumawu,0
Bosome Freho,0
Asante Akim Central Municipal,0
Sekyere East,0
Ejisu Juaben,0
Adansi North,0
Ahafo Ano North,0
Kma,0
Bosomtwe / Atwima / Kwanwoma,0
Atwima Kwanwoma,0
Offinso Municipal,0
Ahafo Ano South,0
Adansi South,0
Bekwai Municipal,0
Afigya Kwabre,0
Bongo,0
Nabdam,0
Ledzokuku / Krowor,0
Adenta,0
Tema Metropolis,0
La Nkwantanang Madina,0
Accra Metropolis,0
Ga Central Municipal,0
Ga South,0
Ningo Prampram,0
Ashaiman,0
Ga East,0
La Dade Kotopon,0
Assin South,0
Ajumako / Enyan / Esiam,0
Twifo Ati-Morkwa,0
Abura / Asebu / Kwamankese,0
Agona West,0
Awutu Senya West,0
Cape Coast Metro,0
Gomoa West,0
Mfantsiman,0
Effutu,0
Ekumfi,0
Gomoa East,0
Asikuma / Odoben / Brakwa,0
Twifo Lower Denkyira,0
Upper Denkyira East,0
Awutu Senya West,0
Assin North,0
Agona East,0
Upper Denkyira West,0
Awutu Senya East Municipal,0
Dormaa Municipal,0
Dormaa West,0
Jaman South,0
Jaman North,0
Berekum,0
Dormaa East,0
Sunyani Municipal,0
Tain,0
