Region,Flooded Area Impacted
Karaga,159.77
West Mamprusi,155.99
Saboba,108.21
Mamprugu Moagduri,68.01
Chereponi,61.48
Savelugu Nanton,34.09
Kumbumgu,33.49
Bawku West,31.14
Talensi,30.9
Binduri,29.15
Kasena Nankana East,25.23
Kasena Nankana East,25.23
Kasena Nankana East,25.23
Gushiegu,16.72
Mamprusi East,15.84
Garu Tempane,13.27
Kwahu Afram Plains South,13.06
Kwahu Afram Plains North,11.62
Bunkpurugu Yonyo,9.39
Builsa South,8.82
Yendi Municipal,8.17
Sene West,7.4
Sene East,5.47
Keta Municipal,5.25
Bolgatanga Municipal,4.79
Ada East,4.12
Gonja Central,4.11
East Gonja,3.4
Tatale,3.18
Zabzugu,3.02
Builsa North,2.98
Krachi East,2.7
Nanumba South,2.58
Kasena Nankana West,2.4
Kasena Nankana West,2.4
Upper Manya,2.37
Sissala East,2.17
Asante Akim North,2.16
Ada West,2.12
Pru,1.97
Tolon,1.69
Mion,1.69
Mion,1.69
Aowin,1.68
Nkwanta North,1.52
Wassa Amenfi West,1.44
Bongo,1.41
Bawku Municipal,1.4
Ketu South,1.37
Wassa East,1.31
Jomoro,1.31
North Dayi,1.27
Ga South,1.24
South Tongu,1.2
Komenda Edna Eguafo / Abirem,1.19
Nzema East,1.13
Nanumba North,1
North Gonja,0.99
Kpandai,0.99
Krachi Nchumuru,0.98
Lower Manya,0.94
Kwahu South,0.88
Kwahu South,0.88
Kwahu South,0.88
Ningo Prampram,0.78
Nabdam,0.76
Asuogyaman,0.74
Ahanta West,0.72
Effutu,0.57
Prestea / Huni Valley,0.55
Fanteakwa,0.52
Shama,0.5
Wassa Amenfi East,0.48
Adansi South,0.47
Pusiga,0.41
Twifo Ati-Morkwa,0.38
Wassa Amenfi Central,0.37
Gomoa West,0.31
Assin North,0.3
Ellembelle,0.29
Upper Denkyira West,0.29
Upper Denkyira East,0.27
Atiwa,0.25
North Tongu,0.23
Krachi West,0.22
Sefwi Akontombra,0.2
Shai Osu Doku,0.2
South Dayi,0.19
Kintampo North,0.16
Kpando Municipal,0.14
Sekondi Takoradi,0.13
Wa West,0.13
Nkwanta South,0.11
Biakoye,0.1
Ketu North,0.09
Wa East,0.09
Atwima Mponua,0.09
Ekumfi,0.08
Atebubu Amantin,0.07
West Gonja,0.05
Ho West,0.04
Ho West,0.04
Afadzato South,0.04
Jirapa,0.04
Sekyere Afram Plains North,0.04
Accra Metropolis,0.04
Gomoa East,0.04
Agotime Ziope,0.03
Central Tongu,0.03
Adaklu,0.03
Kwahu East,0.03
Cape Coast Metro,0.03
Nadowli / Kaleo,0.02
Lawra,0.02
Awutu Senya West,0.02
Awutu Senya West,0.02
Bia West,0.01
Akatsi North,0.01
Akatsi South,0.01
Sawla / Tuna / Kalba,0.01
Amansie Central,0.01
Ledzokuku / Krowor,0.01
Tema Metropolis,0.01
Mfantsiman,0.01
Twifo Lower Denkyira,0.01
Sefwi Bibiani / Anhwiaso Bekwai,0
Sefwi-Wiawso,0
Juabeso,0
Bia East,0
Suaman,0
Bodi,0
Tarkwa Nsuaem,0
Mpohor,0
Kintampo South,0
Techiman Municipal,0
Nkoranza South,0
Nkoranza North,0
Techiman North,0
Ho Municipal,0
Ho Municipal,0
Ho Municipal,0
Hohoe Municipal,0
Asunafo North,0
Asunafo South,0
Asutifi South,0
Asutifi North,0
Tano South,0
Tano North,0
Kadjebi,0
Jasikan,0
Kadjebi,0
Nandom,0
Sissala  West,0
Lambussie Karni,0
Daffiama Bussie,0
Wa Municipal,0
Bole,0
Denkyembour,0
Kwaebibirem,0
Yilo Krobo,0
Akwapem North,0
Upper West Akim,0
Birim Municipal,0
Ayensuano,0
East Akim,0
Birim South,0
West Akim,0
Nsawam Adoagyiri,0
Suhum Municipal,0
Akyem Mansa,0
Akwapem South,0
New Juaben Municipal,0
Birim North,0
Kwahu West,0
Sagnerigu,0
Tamale North Sub Metro,0
Asokore Mampong Municipal,0
Kwabre,0
Bosome Freho,0
Asante Akim South,0
Sekyere South,0
Sekyere Kumawu,0
Mampong Municipal,0
Bosome Freho,0
Asante Akim Central Municipal,0
Sekyere East,0
Offinso North,0
Ejisu Juaben,0
Adansi North,0
Obuasi Municipal,0
Sekyere Central,0
Amansie West,0
Ahafo Ano North,0
Kma,0
Bosomtwe / Atwima / Kwanwoma,0
Atwima Kwanwoma,0
Offinso Municipal,0
Ahafo Ano South,0
Ejura Sekye Dumase,0
Atwima Nwabiagya,0
Bekwai Municipal,0
Afigya Kwabre,0
Adenta,0
Kpone Katamanso,0
La Nkwantanang Madina,0
Ga Central Municipal,0
Ga West,0
Ashaiman,0
Ga East,0
La Dade Kotopon,0
Assin South,0
Ajumako / Enyan / Esiam,0
Abura / Asebu / Kwamankese,0
Agona West,0
Asikuma / Odoben / Brakwa,0
Agona East,0
Awutu Senya East Municipal,0
Banda,0
Sunyani West,0
Dormaa Municipal,0
Dormaa West,0
Jaman South,0
Jaman North,0
Berekum,0
Dormaa East,0
Wenchi,0
Sunyani Municipal,0
Tain,0
