Region,Roads Impacted
Ga South,2910
Asuogyaman,1260
Komenda Edna Eguafo / Abirem,1153
Sagnerigu,980
Mfantsiman,910
Savelugu Nanton,890
Tarkwa Nsuaem,820
Bolgatanga Municipal,790
Krachi West,710
Nzema East,630
Nkwanta South,520
Ellembelle,510
Ahanta West,500
Shama,500
Wassa East,440
Ningo Prampram,410
Sekondi Takoradi,380
Accra Metropolis,380
Karaga,330
Jomoro,310
Kumbumgu,280
Kasena Nankana East,270
Kasena Nankana East,270
Kasena Nankana East,270
Awutu Senya West,270
Awutu Senya West,270
Talensi,240
Ketu South,230
Nkwanta North,230
Prestea / Huni Valley,220
Nanumba North,220
Birim Municipal,210
Tolon,210
Zabzugu,210
Bongo,210
East Gonja,194
Builsa North,190
West Mamprusi,180
Kwahu Afram Plains North,180
Kwahu East,180
Tatale,170
Krachi East,150
Gonja Central,150
Aowin,140
Chereponi,140
Twifo Lower Denkyira,130
Gomoa East,120
Nanumba South,110
Tamale North Sub Metro,110
Bawku West,100
Cape Coast Metro,97
Kwahu Afram Plains South,90
Pru,80
Nabdam,70
Upper Manya,60
Gomoa West,60
Saboba,50
Ada West,50
Wa East,40
Mamprugu Moagduri,40
West Gonja,40
Kasena Nankana West,40
Kasena Nankana West,40
Twifo Ati-Morkwa,40
Effutu,40
Kintampo North,36
Kpandai,30
Ekumfi,30
Awutu Senya East Municipal,30
Wassa Amenfi Central,20
Kwahu South,20
Kwahu South,20
Kwahu South,20
Wassa Amenfi East,10
Biakoye,10
Nadowli / Kaleo,10
Sefwi Bibiani / Anhwiaso Bekwai,0
Sefwi-Wiawso,0
Juabeso,0
Bia East,0
Suaman,0
Bia West,0
Bodi,0
Sefwi Akontombra,0
Wassa Amenfi West,0
Mpohor,0
Sene West,0
Kintampo South,0
Techiman Municipal,0
Sene East,0
Nkoranza South,0
Nkoranza North,0
Atebubu Amantin,0
Techiman North,0
Ho Municipal,0
Ho West,0
Ho Municipal,0
Agotime Ziope,0
Ho Municipal,0
South Tongu,0
Central Tongu,0
Ho West,0
Kpando Municipal,0
Afadzato South,0
Akatsi North,0
Ketu North,0
Hohoe Municipal,0
Keta Municipal,0
North Dayi,0
South Dayi,0
North Tongu,0
Akatsi South,0
Adaklu,0
Asunafo North,0
Asunafo South,0
Asutifi South,0
Asutifi North,0
Tano South,0
Tano North,0
Kadjebi,0
Jasikan,0
Kadjebi,0
Krachi Nchumuru,0
Lawra,0
Jirapa,0
Nandom,0
Sissala East,0
Sissala  West,0
Lambussie Karni,0
Wa West,0
Daffiama Bussie,0
Wa Municipal,0
Bunkpurugu Yonyo,0
Mamprusi East,0
Sawla / Tuna / Kalba,0
Bole,0
North Gonja,0
Denkyembour,0
Kwaebibirem,0
Yilo Krobo,0
Akwapem North,0
Upper West Akim,0
Lower Manya,0
Ayensuano,0
East Akim,0
Birim South,0
West Akim,0
Atiwa,0
Fanteakwa,0
Nsawam Adoagyiri,0
Suhum Municipal,0
Akyem Mansa,0
Akwapem South,0
New Juaben Municipal,0
Birim North,0
Kwahu West,0
Mion,0
Gushiegu,0
Mion,0
Yendi Municipal,0
Asokore Mampong Municipal,0
Kwabre,0
Bosome Freho,0
Asante Akim South,0
Asante Akim North,0
Sekyere South,0
Sekyere Kumawu,0
Mampong Municipal,0
Bosome Freho,0
Asante Akim Central Municipal,0
Sekyere East,0
Offinso North,0
Ejisu Juaben,0
Adansi North,0
Amansie Central,0
Obuasi Municipal,0
Sekyere Central,0
Sekyere Afram Plains North,0
Amansie West,0
Ahafo Ano North,0
Kma,0
Bosomtwe / Atwima / Kwanwoma,0
Atwima Kwanwoma,0
Offinso Municipal,0
Ahafo Ano South,0
Ejura Sekye Dumase,0
Adansi South,0
Atwima Mponua,0
Atwima Nwabiagya,0
Bekwai Municipal,0
Afigya Kwabre,0
Builsa South,0
Binduri,0
Pusiga,0
Bawku Municipal,0
Garu Tempane,0
Ledzokuku / Krowor,0
Adenta,0
Kpone Katamanso,0
Tema Metropolis,0
La Nkwantanang Madina,0
Shai Osu Doku,0
Ga Central Municipal,0
Ada East,0
Ga West,0
Ashaiman,0
Ga East,0
La Dade Kotopon,0
Assin South,0
Ajumako / Enyan / Esiam,0
Abura / Asebu / Kwamankese,0
Agona West,0
Asikuma / Odoben / Brakwa,0
Upper Denkyira East,0
Assin North,0
Agona East,0
Upper Denkyira West,0
Banda,0
Sunyani West,0
Dormaa Municipal,0
Dormaa West,0
Jaman South,0
Jaman North,0
Berekum,0
Dormaa East,0
Wenchi,0
Sunyani Municipal,0
Tain,0
