Region,Crops Impacted
Mamprugu Moagduri,0.15
West Mamprusi,0.13
Sissala East,0.11
Karaga,0.09
Yendi Municipal,0.08
Wa East,0.07
East Gonja,0.07
Builsa South,0.06
Pru,0.05
Bunkpurugu Yonyo,0.05
Mamprusi East,0.05
Kasena Nankana East,0.05
Kasena Nankana East,0.05
Garu Tempane,0.05
Kasena Nankana East,0.05
Gushiegu,0.04
Nanumba North,0.04
Talensi,0.04
Ga South,0.04
Gomoa East,0.04
Nkwanta North,0.03
Jirapa,0.03
Tatale,0.03
Nanumba South,0.03
Mion,0.03
Mion,0.03
Kasena Nankana West,0.03
Binduri,0.03
Kasena Nankana West,0.03
Bolgatanga Municipal,0.03
Nkwanta South,0.02
Krachi East,0.02
Lawra,0.02
Sissala  West,0.02
Lambussie Karni,0.02
Chereponi,0.02
Bole,0.02
Atiwa,0.02
Zabzugu,0.02
Kpandai,0.02
Tamale North Sub Metro,0.02
Pusiga,0.02
Ga West,0.02
Aowin,0.01
Tarkwa Nsuaem,0.01
Nzema East,0.01
Wassa Amenfi East,0.01
Prestea / Huni Valley,0.01
Sene East,0.01
Nkoranza South,0.01
Atebubu Amantin,0.01
Kintampo North,0.01
South Tongu,0.01
Central Tongu,0.01
Afadzato South,0.01
Ketu South,0.01
Ketu North,0.01
Hohoe Municipal,0.01
Keta Municipal,0.01
North Tongu,0.01
Biakoye,0.01
Nadowli / Kaleo,0.01
Daffiama Bussie,0.01
Gonja Central,0.01
Denkyembour,0.01
Birim Municipal,0.01
Birim South,0.01
West Akim,0.01
Nsawam Adoagyiri,0.01
Akyem Mansa,0.01
Savelugu Nanton,0.01
Tolon,0.01
Saboba,0.01
Sekyere Central,0.01
Amansie West,0.01
Ejura Sekye Dumase,0.01
Bawku West,0.01
Bongo,0.01
Bawku Municipal,0.01
Nabdam,0.01
Builsa North,0.01
Awutu Senya West,0.01
Gomoa West,0.01
Awutu Senya West,0.01
Assin North,0.01
Agona East,0.01
Sunyani West,0.01
Wenchi,0.01
Sefwi Bibiani / Anhwiaso Bekwai,0
Sefwi-Wiawso,0
Juabeso,0
Bia East,0
Suaman,0
Bia West,0
Bodi,0
Sefwi Akontombra,0
Wassa Amenfi Central,0
Ahanta West,0
Wassa East,0
Sekondi Takoradi,0
Jomoro,0
Shama,0
Wassa Amenfi West,0
Ellembelle,0
Mpohor,0
Sene West,0
Kintampo South,0
Techiman Municipal,0
Nkoranza North,0
Techiman North,0
Ho Municipal,0
Ho West,0
Ho Municipal,0
Agotime Ziope,0
Ho Municipal,0
Ho West,0
Kpando Municipal,0
Akatsi North,0
North Dayi,0
South Dayi,0
Akatsi South,0
Adaklu,0
Asunafo North,0
Asunafo South,0
Asutifi South,0
Asutifi North,0
Tano South,0
Tano North,0
Kadjebi,0
Jasikan,0
Kadjebi,0
Krachi Nchumuru,0
Krachi West,0
Nandom,0
Wa West,0
Wa Municipal,0
Sawla / Tuna / Kalba,0
West Gonja,0
North Gonja,0
Kwaebibirem,0
Yilo Krobo,0
Akwapem North,0
Upper West Akim,0
Lower Manya,0
Kwahu Afram Plains South,0
Ayensuano,0
East Akim,0
Kwahu South,0
Kwahu Afram Plains North,0
Asuogyaman,0
Kwahu South,0
Fanteakwa,0
Upper Manya,0
Suhum Municipal,0
Akwapem South,0
Kwahu East,0
Kwahu South,0
New Juaben Municipal,0
Birim North,0
Kwahu West,0
Sagnerigu,0
Kumbumgu,0
Asokore Mampong Municipal,0
Kwabre,0
Bosome Freho,0
Asante Akim South,0
Asante Akim North,0
Sekyere South,0
Sekyere Kumawu,0
Mampong Municipal,0
Bosome Freho,0
Asante Akim Central Municipal,0
Sekyere East,0
Offinso North,0
Ejisu Juaben,0
Adansi North,0
Amansie Central,0
Obuasi Municipal,0
Sekyere Afram Plains North,0
Ahafo Ano North,0
Kma,0
Bosomtwe / Atwima / Kwanwoma,0
Atwima Kwanwoma,0
Offinso Municipal,0
Ahafo Ano South,0
Adansi South,0
Atwima Mponua,0
Atwima Nwabiagya,0
Bekwai Municipal,0
Afigya Kwabre,0
Ledzokuku / Krowor,0
Adenta,0
Kpone Katamanso,0
Tema Metropolis,0
La Nkwantanang Madina,0
Shai Osu Doku,0
Ada West,0
Accra Metropolis,0
Ga Central Municipal,0
Ningo Prampram,0
Ada East,0
Ashaiman,0
Ga East,0
La Dade Kotopon,0
Assin South,0
Ajumako / Enyan / Esiam,0
Twifo Ati-Morkwa,0
Abura / Asebu / Kwamankese,0
Agona West,0
Komenda Edna Eguafo / Abirem,0
Cape Coast Metro,0
Mfantsiman,0
Effutu,0
Ekumfi,0
Asikuma / Odoben / Brakwa,0
Twifo Lower Denkyira,0
Upper Denkyira East,0
Upper Denkyira West,0
Awutu Senya East Municipal,0
Banda,0
Dormaa Municipal,0
Dormaa West,0
Jaman South,0
Jaman North,0
Berekum,0
Dormaa East,0
Sunyani Municipal,0
Tain,0
