Region,People Impacted
Kwaebibirem,495
Ajumako / Enyan / Esiam,420
Nanumba South,225
Komenda Edna Eguafo / Abirem,184
Adansi North,153
Agona West,143
Sene East,140
Nkwanta South,135
Gomoa West,126
Upper West Akim,120
Assin North,120
Upper Denkyira West,108
Atiwa,99
Amansie West,97
Nkwanta North,81
Adansi South,75
Birim North,65
Jomoro,62
Shama,54
Birim Municipal,54
East Akim,45
Krachi Nchumuru,36
Ga South,36
Sene West,30
Kwahu Afram Plains South,30
West Akim,30
Ada West,30
Karaga,28
Tarkwa Nsuaem,24
Wassa Amenfi East,24
Gonja Central,24
Asante Akim Central Municipal,24
Atebubu Amantin,22
Krachi West,22
Kasena Nankana East,18
Kasena Nankana East,18
Kasena Nankana East,18
West Mamprusi,16
Saboba,16
Obuasi Municipal,16
Adenta,16
Bole,14
East Gonja,13
Twifo Ati-Morkwa,13
Ekumfi,11
Mamprugu Moagduri,10
Ahanta West,9
Sissala East,8
Sekyere Central,8
Talensi,8
Nzema East,7
Pusiga,7
Sissala  West,5
Atwima Kwanwoma,2
Sefwi Bibiani / Anhwiaso Bekwai,0
Sefwi-Wiawso,0
Juabeso,0
Bia East,0
Suaman,0
Bia West,0
Bodi,0
Aowin,0
Sefwi Akontombra,0
Wassa Amenfi Central,0
Wassa East,0
Sekondi Takoradi,0
Wassa Amenfi West,0
Ellembelle,0
Prestea / Huni Valley,0
Mpohor,0
Kintampo South,0
Techiman Municipal,0
Pru,0
Nkoranza South,0
Nkoranza North,0
Techiman North,0
Kintampo North,0
Ho Municipal,0
Ho West,0
Ho Municipal,0
Agotime Ziope,0
Ho Municipal,0
South Tongu,0
Central Tongu,0
Ho West,0
Kpando Municipal,0
Afadzato South,0
Akatsi North,0
Ketu South,0
Ketu North,0
Hohoe Municipal,0
Keta Municipal,0
North Dayi,0
South Dayi,0
North Tongu,0
Akatsi South,0
Adaklu,0
Asunafo North,0
Asunafo South,0
Asutifi South,0
Asutifi North,0
Tano South,0
Tano North,0
Kadjebi,0
Jasikan,0
Kadjebi,0
Biakoye,0
Krachi East,0
Nadowli / Kaleo,0
Lawra,0
Jirapa,0
Nandom,0
Lambussie Karni,0
Wa West,0
Wa East,0
Daffiama Bussie,0
Wa Municipal,0
Bunkpurugu Yonyo,0
Chereponi,0
Mamprusi East,0
Sawla / Tuna / Kalba,0
West Gonja,0
North Gonja,0
Denkyembour,0
Yilo Krobo,0
Akwapem North,0
Lower Manya,0
Ayensuano,0
Birim South,0
Kwahu South,0
Kwahu Afram Plains North,0
Asuogyaman,0
Kwahu South,0
Fanteakwa,0
Nsawam Adoagyiri,0
Upper Manya,0
Suhum Municipal,0
Akyem Mansa,0
Akwapem South,0
Kwahu East,0
Kwahu South,0
New Juaben Municipal,0
Kwahu West,0
Savelugu Nanton,0
Tolon,0
Sagnerigu,0
Tatale,0
Zabzugu,0
Mion,0
Kpandai,0
Gushiegu,0
Kumbumgu,0
Tamale North Sub Metro,0
Nanumba North,0
Mion,0
Yendi Municipal,0
Asokore Mampong Municipal,0
Kwabre,0
Bosome Freho,0
Asante Akim South,0
Asante Akim North,0
Sekyere South,0
Sekyere Kumawu,0
Mampong Municipal,0
Bosome Freho,0
Sekyere East,0
Offinso North,0
Ejisu Juaben,0
Amansie Central,0
Sekyere Afram Plains North,0
Ahafo Ano North,0
Kma,0
Bosomtwe / Atwima / Kwanwoma,0
Offinso Municipal,0
Ahafo Ano South,0
Ejura Sekye Dumase,0
Atwima Mponua,0
Atwima Nwabiagya,0
Bekwai Municipal,0
Afigya Kwabre,0
Kasena Nankana West,0
Builsa South,0
Binduri,0
Kasena Nankana West,0
Bawku West,0
Bongo,0
Bolgatanga Municipal,0
Bawku Municipal,0
Garu Tempane,0
Nabdam,0
Builsa North,0
Ledzokuku / Krowor,0
Kpone Katamanso,0
Tema Metropolis,0
La Nkwantanang Madina,0
Shai Osu Doku,0
Accra Metropolis,0
Ga Central Municipal,0
Ningo Prampram,0
Ada East,0
Ga West,0
Ashaiman,0
Ga East,0
La Dade Kotopon,0
Assin South,0
Abura / Asebu / Kwamankese,0
Awutu Senya West,0
Cape Coast Metro,0
Mfantsiman,0
Effutu,0
Gomoa East,0
Asikuma / Odoben / Brakwa,0
Twifo Lower Denkyira,0
Upper Denkyira East,0
Awutu Senya West,0
Agona East,0
Awutu Senya East Municipal,0
Banda,0
Sunyani West,0
Dormaa Municipal,0
Dormaa West,0
Jaman South,0
Jaman North,0
Berekum,0
Dormaa East,0
Wenchi,0
Sunyani Municipal,0
Tain,0
