Region,Crops Impacted
East Gonja,19.63
Savelugu Nanton,16.9
Pru,8.68
West Mamprusi,6.32
Karaga,5.96
Nanumba North,5.27
Ada West,4.31
Kpandai,4.15
Kumbumgu,4.12
Saboba,3.75
Kintampo North,3.12
Chereponi,3.11
Mamprugu Moagduri,3.04
Ketu South,2.42
Krachi Nchumuru,1.98
Bole,1.86
Ada East,1.86
Gonja Central,1.81
Tolon,1.61
Sene East,1.55
North Gonja,1.28
Kwahu Afram Plains North,1.24
Builsa South,1.23
Nanumba South,1.18
Mion,1.1
Mion,1.1
Lawra,1.05
Sene West,0.85
Kwahu Afram Plains South,0.83
Garu Tempane,0.8
Bawku West,0.79
Krachi East,0.71
Binduri,0.65
Jirapa,0.64
Yendi Municipal,0.61
Keta Municipal,0.52
Kasena Nankana East,0.51
Kasena Nankana East,0.51
Kasena Nankana East,0.51
Kasena Nankana West,0.45
Kasena Nankana West,0.45
Fanteakwa,0.44
Krachi West,0.43
Bongo,0.43
Nadowli / Kaleo,0.42
Nkwanta North,0.4
Ga South,0.39
Builsa North,0.36
Wa East,0.34
Ketu North,0.33
Shai Osu Doku,0.33
Sissala East,0.32
Wassa East,0.28
Upper Manya,0.28
Nandom,0.27
Bunkpurugu Yonyo,0.25
Ekumfi,0.23
Kwahu South,0.22
Kwahu South,0.22
Kwahu South,0.22
Talensi,0.22
Asante Akim North,0.2
Effutu,0.17
Biakoye,0.16
Central Tongu,0.15
Mamprusi East,0.15
Tamale North Sub Metro,0.15
Bawku Municipal,0.15
Wa West,0.12
North Tongu,0.11
Asuogyaman,0.11
Zabzugu,0.11
Bolgatanga Municipal,0.11
Prestea / Huni Valley,0.1
West Gonja,0.1
South Tongu,0.09
Lambussie Karni,0.09
Tarkwa Nsuaem,0.08
Sissala  West,0.08
Kpone Katamanso,0.08
Banda,0.08
Akatsi South,0.07
Nkwanta South,0.07
Sawla / Tuna / Kalba,0.07
Obuasi Municipal,0.07
Amansie West,0.07
Ningo Prampram,0.07
North Dayi,0.06
Pusiga,0.06
Ahanta West,0.05
Jomoro,0.04
Kintampo South,0.04
South Dayi,0.04
Gushiegu,0.04
Mfantsiman,0.04
Upper Denkyira West,0.04
Sefwi Bibiani / Anhwiaso Bekwai,0.03
Shama,0.03
Kpando Municipal,0.03
Yilo Krobo,0.03
Adenta,0.03
Twifo Ati-Morkwa,0.03
Nzema East,0.02
Daffiama Bussie,0.02
Wa Municipal,0.02
Lower Manya,0.02
Sagnerigu,0.02
Atwima Mponua,0.02
Awutu Senya East Municipal,0.02
Wassa Amenfi Central,0.01
Wassa Amenfi East,0.01
Afadzato South,0.01
Akatsi North,0.01
Adaklu,0.01
Asutifi North,0.01
Denkyembour,0.01
Tatale,0.01
Adansi South,0.01
Bekwai Municipal,0.01
Awutu Senya West,0.01
Gomoa West,0.01
Awutu Senya West,0.01
Assin North,0.01
Sefwi-Wiawso,0
Juabeso,0
Bia East,0
Suaman,0
Bia West,0
Bodi,0
Aowin,0
Sefwi Akontombra,0
Sekondi Takoradi,0
Wassa Amenfi West,0
Ellembelle,0
Mpohor,0
Techiman Municipal,0
Nkoranza South,0
Nkoranza North,0
Atebubu Amantin,0
Techiman North,0
Ho Municipal,0
Ho West,0
Ho Municipal,0
Agotime Ziope,0
Ho Municipal,0
Ho West,0
Hohoe Municipal,0
Asunafo North,0
Asunafo South,0
Asutifi South,0
Tano South,0
Tano North,0
Kadjebi,0
Jasikan,0
Kadjebi,0
Kwaebibirem,0
Akwapem North,0
Upper West Akim,0
Birim Municipal,0
Ayensuano,0
East Akim,0
Birim South,0
West Akim,0
Atiwa,0
Nsawam Adoagyiri,0
Suhum Municipal,0
Akyem Mansa,0
Akwapem South,0
Kwahu East,0
New Juaben Municipal,0
Birim North,0
Kwahu West,0
Asokore Mampong Municipal,0
Kwabre,0
Bosome Freho,0
Asante Akim South,0
Sekyere South,0
Sekyere Kumawu,0
Mampong Municipal,0
Bosome Freho,0
Asante Akim Central Municipal,0
Sekyere East,0
Offinso North,0
Ejisu Juaben,0
Adansi North,0
Amansie Central,0
Sekyere Central,0
Sekyere Afram Plains North,0
Ahafo Ano North,0
Kma,0
Bosomtwe / Atwima / Kwanwoma,0
Atwima Kwanwoma,0
Offinso Municipal,0
Ahafo Ano South,0
Ejura Sekye Dumase,0
Atwima Nwabiagya,0
Afigya Kwabre,0
Nabdam,0
Ledzokuku / Krowor,0
Tema Metropolis,0
La Nkwantanang Madina,0
Accra Metropolis,0
Ga Central Municipal,0
Ga West,0
Ashaiman,0
Ga East,0
La Dade Kotopon,0
Assin South,0
Ajumako / Enyan / Esiam,0
Abura / Asebu / Kwamankese,0
Agona West,0
Komenda Edna Eguafo / Abirem,0
Cape Coast Metro,0
Gomoa East,0
Asikuma / Odoben / Brakwa,0
Twifo Lower Denkyira,0
Upper Denkyira East,0
Agona East,0
Sunyani West,0
Dormaa Municipal,0
Dormaa West,0
Jaman South,0
Jaman North,0
Berekum,0
Dormaa East,0
Wenchi,0
Sunyani Municipal,0
Tain,0
